time	twsa-gapped	twsa-interp
2011-07-31	-1.6433699859607707	-1.6433699859607707
2011-08-31	-1.910761400969701	-1.910761400969701
2011-09-30	-1.4398632415224366	-1.4398632415224366
2011-10-31	-3.6620906957335024	-3.6620906957335024
2011-11-30		-4.429794651664288
2011-12-31	-4.485887343937847	-4.485887343937847
2012-01-31	-5.113909594796412	-5.113909594796412
2012-02-29	-4.079733304519889	-4.079733304519889
2012-03-31	-3.419316297049492	-3.419316297049492
2012-04-30	0.1403104025695302	0.1403104025695302
2012-05-31		1.8870363044177982
2012-06-30	-0.4217953873247882	-0.4217953873247882
2012-07-31	-5.3311861128720155	-5.3311861128720155
2012-08-31	-5.6530072167206855	-5.6530072167206855
2012-09-30	-4.410593261976443	-4.410593261976443
2012-10-31		-2.0656227183901983
2012-11-30	-2.449158415695768	-2.449158415695768
2012-12-31	-7.413767540625573	-7.413767540625573
2013-01-31	-8.736802963494	-8.736802963494
2013-02-28	-7.20225577212955	-7.20225577212955
2013-03-31		-5.637257473466283
2013-04-30	-2.924864185546681	-2.924864185546681
2013-05-31	0.6685923299624396	0.6685923299624396
2013-06-30	-0.8727957017976813	-0.8727957017976813
2013-07-31	-2.474368234442877	-2.474368234442877
2013-08-31		-1.7264935625905322
2013-09-30		-0.6962570067330383
2013-10-31	-2.2192074329886857	-2.2192074329886857
2013-11-30	-6.67463208472095	-6.67463208472095
2013-12-31	-7.978522618974036	-7.978522618974036
2014-01-31	-9.473844951822246	-9.473844951822246
2014-02-28		-11.041263644789392
2014-03-31	-8.721750277624066	-8.721750277624066
2014-04-30	-1.9509595358031429	-1.9509595358031429
2014-05-31	-0.5017188463405758	-0.5017188463405758
2014-06-30	0.6415959504899812	0.6415959504899812
2014-07-31		-0.06841413983622602
2014-08-31	-2.7338249201015423	-2.7338249201015423
2014-09-30	-5.5054007729057695	-5.5054007729057695
2014-10-31	-5.7739981939093274	-5.7739981939093274
2014-11-30	-7.035813372666236	-7.035813372666236
2014-12-31		-7.407260313851922
2015-01-31	-8.300348883929558	-8.300348883929558
2015-02-28	-10.180130425382897	-10.180130425382897
2015-03-31	-7.091607919944424	-7.091607919944424
2015-04-30	-2.2150022532823095	-2.2150022532823095
2015-05-31		0.3271763817077763
2015-06-30		0.8485381168187276
2015-07-31	0.7133924035299395	0.7133924035299395
2015-08-31	0.6347802999980472	0.6347802999980472
2015-09-30	-0.1422406371380087	-0.1422406371380087
2015-10-31		0.4213733928572735
2015-11-30		1.0893336637964914
2015-12-31	-0.4777542001818194	-0.4777542001818194
2016-01-31	-4.948915077861805	-4.948915077861805
2016-02-29	-7.62417703389222	-7.62417703389222
2016-03-31	-7.383123332540011	-7.383123332540011
2016-04-30		
2016-05-31	-6.469759633121443	
2016-06-30	-3.665774689133782	
2016-07-31	-3.8283845764184994	
2016-08-31	-5.403801382804366	
2016-09-30		
2016-10-31		
2016-11-30	-5.8871040980508225	
2016-12-31	-5.580161674993471	
2017-01-31	-16.172988617885874	
2017-02-28		
2017-03-31	-15.384504539092395	
2017-04-30	-12.723982812636132	
2017-05-31	-5.250716241280603	
2017-06-30	-5.1876615842146	
2017-07-31		
2017-08-31		
2017-09-30		
2017-10-31		
2017-11-30		
2017-12-31		
2018-01-31		
2018-02-28		
2018-03-31		
2018-04-30		
2018-05-31		
2018-06-30	-5.665647595329288	
2018-07-31	-6.325700377484409	
2018-08-31		
2018-09-30		
2018-10-31	-13.953151035610802	
2018-11-30	-14.800414133525294	
2018-12-31	-14.87693367647514	
2019-01-31	-14.810056445321626	
2019-02-28	-14.530273648716749	
2019-03-31	-14.473227432445253	
2019-04-30	-7.676570485117649	
2019-05-31	-5.083483221955574	
2019-06-30	-5.113322881819726	
2019-07-31	-6.410003428251411	
2019-08-31	-9.1908172504275	
2019-09-30	-11.170073192141642	
2019-10-31	-8.809463066330022	
2019-11-30	-12.353283315754942	
2019-12-31	-13.921821259620792	
2020-01-31	-14.624407523846793	
2020-02-29	-13.172836941765809	
2020-03-31	-11.989370472989858	
2020-04-30	-8.587079256974329	
2020-05-31	-4.926090325415352	
2020-06-30	-4.320486915933885	
2020-07-31	-4.772101003079254	
2020-08-31	-7.165054546051119	
2020-09-30	-11.391532323867068	
2020-10-31	-11.551016245294402	
2020-11-30	-10.726406680839403	
2020-12-31	-15.91227231831574	
2021-01-31	-17.947670784709924	
2021-02-28	-17.93381753186655	
2021-03-31	-16.335540652739144	
2021-04-30	-16.985027523952084	
2021-05-31	-14.62668043518061	
2021-06-30	-11.824725426319928	
2021-07-31	-12.409925745616293	
2021-08-31	-15.087976106531794	
2021-09-30	-16.72053740409783	
2021-10-31	-15.45967644194623	
2021-11-30	-18.484541452033564	
2021-12-31	-20.17330049460287	
2022-01-31	-19.896975568500697	
2022-02-28	-22.13479964626067	
2022-03-31	-16.349645361402736	
2022-04-30	-16.32952868497741	
2022-05-31	-14.98695304955448	
2022-06-30	-18.12322742283453	
2022-07-31	-17.09728009685001	
2022-08-31	-20.58840525742071	
2022-09-30	-19.310257629488188	
2022-10-31	-15.894460130888426	
2022-11-30	-16.502819114054496	
2022-12-31	-22.265502826043697	
2023-01-31	-21.30117320750136	
2023-02-28	-20.85083606098422	
2023-03-31	-20.318494311511806	
2023-04-30	-16.41207978709512	
2023-05-31	-15.225670686426039	
2023-06-30	-14.969963078533576	
2023-07-31	-14.209093962175455	
2023-08-31	-16.81199709815604	
2023-09-30	-15.310603706646898	
2023-10-31	-13.695721857176506	
2023-11-30	-17.880380588500422	
2023-12-31		
