time	TWSA
2018-02-28	
2018-03-31	
2018-04-30	
2018-05-31	
2018-06-30	-30.062289531297097
2018-07-31	-17.83269001578591
2018-08-31	
2018-09-30	
2018-10-31	-17.957966648779227
2018-11-30	-9.44237241225825
2018-12-31	4.0751689955878945
2019-01-31	-0.5819443393714214
2019-02-28	-5.9987960878894455
2019-03-31	-13.776768845175766
2019-04-30	-16.614967221350376
2019-05-31	-27.718721211831678
2019-06-30	-30.47250635948568
2019-07-31	-27.816726673297545
2019-08-31	-26.227561223258004
2019-09-30	-19.931717458434314
2019-10-31	-10.258226930689245
2019-11-30	-3.7938234623425044
2019-12-31	8.026156632844716
2020-01-31	7.553771324474558
2020-02-29	3.399053946419416
2020-03-31	-7.540651331635722
2020-04-30	-10.758581944288347
2020-05-31	-16.15395469398475
2020-06-30	-23.27318868323764
2020-07-31	-24.456900600660113
2020-08-31	-20.199195913074497
2020-09-30	-8.31555649673239
2020-10-31	-4.66995441110766
2020-11-30	2.4788547794793785
2020-12-31	6.541772615504781
2021-01-31	4.4024175615128724
2021-02-28	5.294810943766533
2021-03-31	5.44911674331388
2021-04-30	1.9898822632911066
2021-05-31	-12.735389397766776
2021-06-30	-15.917895713485658
2021-07-31	-11.677526325340427
2021-08-31	-10.291297934541403
2021-09-30	-5.84123745591731
2021-10-31	0.4441893108927367
2021-11-30	-0.8786036819100805
2021-12-31	-0.2975551708026233
2022-01-31	26.644450273022702
2022-02-28	20.81408349230571
2022-03-31	21.132076126266035
2022-04-30	0.27930088894725064
2022-05-31	-2.8241776874086746
2022-06-30	-10.8083321741932
2022-07-31	-2.6144148853735634
2022-08-31	-2.008325559330826
2022-09-30	3.807818141024232
2022-10-31	6.434706744498709
2022-11-30	9.78057787869375
2022-12-31	11.124608920955048
2023-01-31	16.949961568852387
2023-02-28	22.838216521573056
2023-03-31	18.064272439654918
2023-04-30	0.2513225427968486
2023-05-31	-0.9119140151065018
2023-06-30	
2023-07-31	
2023-08-31	
2023-09-30	
2023-10-31	
2023-11-30	
2023-12-31	
